T,L,E,Ms,Cv,chi_s,U,periodica,intento
0.8,16,-236.12622857142404,0.2547483258928571,0.831491336874146,3.861332102897803,0.5060247125519699,False,21
0.7,16,-251.61462857141078,0.34068191964285716,0.45742540774662244,4.532710230958454,0.5975175088901965,False,21
0.6,16,-259.57245714284363,0.4074760044642857,0.2173598241213881,1.7178975593909367,0.6490275282843267,False,21
1.4,16,-167.77142857142957,0.06531305803571429,0.21684531184921765,0.213414684254282,0.32843500959929883,False,22
1.3,16,-173.27588571428504,0.06917410714285714,0.24235978758605164,0.26581193583202506,0.30945906485703256,False,22
1.2,16,-180.49902857142933,0.07563392857142857,0.2915672097417203,0.35420444727891154,0.30507364253683456,False,22
1.1,16,-189.243885714286,0.08649107142857143,0.3765877906898061,0.4959595269016697,0.31268886356614234,False,22
1.0,16,-199.94217142857144,0.10830133928571428,0.5004226512245111,0.8716502091836738,0.289378792038528,False,22
0.9,16,-214.99045714285637,0.1437650669642857,0.6789605396667857,1.8826101784828522,0.27757427335718665,False,22
0.8,16,-234.71702857142617,0.21970256696428572,0.7896295778061279,4.119965636061062,0.4311523788267764,False,22
0.7,16,-252.35308571425998,0.37722265625,0.4365489629062073,1.5455474115114702,0.6413222888481701,False,22
0.6,16,-259.70565714284174,0.4188934151785714,0.20986572417093108,0.4260051752497892,0.6598376005104574,False,22
1.4,16,-167.39114285714257,0.06477845982142857,0.21101697193226615,0.2201201548264393,0.30274258422332323,False,23
1.3,16,-173.62085714285664,0.0694765625,0.24548826964588943,0.2714841294642856,0.30119551687777535,False,23
1.2,16,-180.6109714285708,0.07795926339285714,0.30199905342971595,0.37100929999734283,0.31129778579117084,False,23
1.1,16,-189.30765714285556,0.08578236607142857,0.37757002175747245,0.5184116068529683,0.2821863954005781,False,23
1.0,16,-199.98017142856844,0.10457142857142857,0.5139946248851857,0.8264054795918367,0.2895377089351411,False,23
0.9,16,-214.98080000000044,0.1393236607142857,0.6735487072310178,1.7192628415532893,0.29322816636475235,False,23
0.8,16,-234.56662857142607,0.21739118303571428,0.7825573769132176,3.925482678471781,0.4270229528106979,False,23
0.7,16,-251.40519999998253,0.3444458705357143,0.47149869114430115,3.7221419450391733,0.6049959164787944,False,23
0.6,16,-259.2734857142702,0.3912684151785714,0.23414725779499831,3.5509329282259827,0.6325775643504317,False,23
1.4,16,-167.2434285714253,0.06473716517857143,0.22000571636818814,0.22311742204582716,0.3066972266169299,False,24
1.3,16,-173.718,0.07004910714285714,0.25330630943576254,0.2838513795133437,0.2770994876931995,False,24
1.2,16,-179.9614285714299,0.07498939732142858,0.2839522514083568,0.3459014827141793,0.301798690958737,False,24
1.1,16,-188.5450857142854,0.08467801339285715,0.3787376083551422,0.49835495064645147,0.2791447070825315,False,24
1.0,16,-200.05554285714302,0.10714174107142857,0.47969509204085625,0.9104486603954083,0.2651619519074455,False,24
0.9,16,-215.2172571428568,0.13695870535714286,0.6813587930838383,1.6852328780470525,0.2700391975702159,False,24
0.8,16,-234.05617142856812,0.215734375,0.7684900891064216,3.9925265848214275,0.42181657781200466,False,24
0.7,16,-252.0679999999763,0.3638577008928571,0.42062385204095964,2.565376720913822,0.6277114897067064,False,24
0.6,16,-259.74691428569827,0.4181238839285714,0.19634640586032345,0.5003766363733083,0.6590093078028784,False,24
1.4,16,-167.2873142857136,0.06425613839285714,0.21545856684716957,0.2244540014007836,0.2936779175997546,False,27
1.3,16,-173.20440000000005,0.07059933035714286,0.2505414282016236,0.28155402546114594,0.31391468677203804,False,27
1.2,16,-180.5202285714278,0.07445479910714285,0.30008839271541043,0.3465752598187716,0.30423930867703597,False,27
1.1,16,-188.54074285714515,0.08338616071428571,0.36846962631768215,0.5096326252319108,0.2546404806922564,False,27
